full_dataset/catagory_50\D50_30_7.jpg,50
full_dataset/catagory_106\D106_240_2.jpg,106
full_dataset/catagory_76\D76_270_7.jpg,76
full_dataset/catagory_4\D4_150_6.jpg,4
full_dataset/catagory_56\D56_210_2.jpg,56
full_dataset/catagory_19\D19_30_5.jpg,19
full_dataset/catagory_99\D99_90_2.jpg,99
full_dataset/catagory_41\D41_30_7.jpg,41
full_dataset/catagory_20\D20_270_18.jpg,20
full_dataset/catagory_95\D95_270_16.jpg,95
full_dataset/catagory_53\D53_60_8.jpg,53
full_dataset/catagory_26\D26_330_8.jpg,26
full_dataset/catagory_103\D103_180_7.jpg,103
full_dataset/catagory_98\D98_150_8.jpg,98
full_dataset/catagory_97\D97_300_6.jpg,97
full_dataset/catagory_53\D53_60_7.jpg,53
full_dataset/catagory_1\D1_300_9.jpg,1
full_dataset/catagory_1\D1_30_5.jpg,1
full_dataset/catagory_30\D30_270_24.jpg,30
full_dataset/catagory_37\D37_60_7.jpg,37
full_dataset/catagory_95\D95_30_11.jpg,95
full_dataset/catagory_104\D104_180_22.jpg,104
full_dataset/catagory_64\D64_0_14.jpg,64
full_dataset/catagory_30\D30_300_6.jpg,30
full_dataset/catagory_36\D36_180_7.jpg,36
full_dataset/catagory_96\D96_90_12.jpg,96
full_dataset/catagory_39\D39_90_18.jpg,39
full_dataset/catagory_8\D8_270_6.jpg,8
full_dataset/catagory_82\D82_210_6.jpg,82
full_dataset/catagory_88\D88_120_7.jpg,88
full_dataset/catagory_14\D14_300_8.jpg,14
full_dataset/catagory_16\D16_330_9.jpg,16
full_dataset/catagory_88\D88_240_3.jpg,88
full_dataset/catagory_79\D79_180_1.jpg,79
full_dataset/catagory_54\D54_180_22.jpg,54
full_dataset/catagory_90\D90_240_10.jpg,90
full_dataset/catagory_50\D50_270_23.jpg,50
full_dataset/catagory_86\D86_0_13.jpg,86
full_dataset/catagory_46\D46_270_12.jpg,46
full_dataset/catagory_80\D80_120_2.jpg,80
full_dataset/catagory_108\D108_210_8.jpg,108
full_dataset/catagory_44\D44_90_11.jpg,44
full_dataset/catagory_91\D91_150_11.jpg,91
full_dataset/catagory_93\D93_90_21.jpg,93
full_dataset/catagory_22\D22_0_13.jpg,22
full_dataset/catagory_18\D18_330_1.jpg,18
full_dataset/catagory_85\D85_0_8.jpg,85
full_dataset/catagory_93\D93_180_14.jpg,93
full_dataset/catagory_82\D82_270_23.jpg,82
full_dataset/catagory_90\D90_90_9.jpg,90
full_dataset/catagory_66\D66_240_10.jpg,66
full_dataset/catagory_110\D110_0_19.jpg,110
full_dataset/catagory_103\D103_180_21.jpg,103
full_dataset/catagory_106\D106_60_3.jpg,106
full_dataset/catagory_92\D92_330_8.jpg,92
full_dataset/catagory_74\D74_270_11.jpg,74
full_dataset/catagory_2\D2_60_7.jpg,2
full_dataset/catagory_74\D74_270_6.jpg,74
full_dataset/catagory_14\D14_90_2.jpg,14
full_dataset/catagory_98\D98_270_14.jpg,98
full_dataset/catagory_107\D107_210_10.jpg,107
full_dataset/catagory_94\D94_270_14.jpg,94
full_dataset/catagory_62\D62_0_3.jpg,62
full_dataset/catagory_110\D110_90_4.jpg,110
full_dataset/catagory_24\D24_30_2.jpg,24
full_dataset/catagory_52\D52_330_8.jpg,52
full_dataset/catagory_103\D103_90_12.jpg,103
full_dataset/catagory_44\D44_150_1.jpg,44
full_dataset/catagory_9\D9_180_20.jpg,9
full_dataset/catagory_55\D55_90_8.jpg,55
full_dataset/catagory_40\D40_210_10.jpg,40
full_dataset/catagory_32\D32_180_4.jpg,32
full_dataset/catagory_25\D25_30_7.jpg,25
full_dataset/catagory_48\D48_180_12.jpg,48
full_dataset/catagory_51\D51_180_3.jpg,51
full_dataset/catagory_11\D11_30_1.jpg,11
full_dataset/catagory_22\D22_90_22.jpg,22
full_dataset/catagory_19\D19_120_10.jpg,19
full_dataset/catagory_104\D104_180_21.jpg,104
full_dataset/catagory_44\D44_0_1.jpg,44
full_dataset/catagory_8\D8_300_4.jpg,8
full_dataset/catagory_63\D63_240_6.jpg,63
full_dataset/catagory_67\D67_90_13.jpg,67
full_dataset/catagory_37\D37_180_1.jpg,37
full_dataset/catagory_55\D55_180_25.jpg,55
full_dataset/catagory_11\D11_300_1.jpg,11
full_dataset/catagory_106\D106_210_11.jpg,106
full_dataset/catagory_105\D105_0_17.jpg,105
full_dataset/catagory_11\D11_30_10.jpg,11
full_dataset/catagory_100\D100_270_6.jpg,100
full_dataset/catagory_108\D108_150_8.jpg,108
full_dataset/catagory_44\D44_270_10.jpg,44
full_dataset/catagory_111\D111_270_20.jpg,111
full_dataset/catagory_21\D21_0_11.jpg,21
full_dataset/catagory_79\D79_150_1.jpg,79
full_dataset/catagory_92\D92_90_5.jpg,92
full_dataset/catagory_28\D28_300_3.jpg,28
full_dataset/catagory_51\D51_0_23.jpg,51
full_dataset/catagory_59\D59_210_4.jpg,59
full_dataset/catagory_82\D82_90_11.jpg,82
full_dataset/catagory_29\D29_330_5.jpg,29
full_dataset/catagory_101\D101_90_3.jpg,101
full_dataset/catagory_39\D39_210_2.jpg,39
full_dataset/catagory_12\D12_30_4.jpg,12
full_dataset/catagory_65\D65_270_17.jpg,65
full_dataset/catagory_77\D77_0_22.jpg,77
full_dataset/catagory_82\D82_270_16.jpg,82
full_dataset/catagory_63\D63_30_8.jpg,63
full_dataset/catagory_12\D12_180_3.jpg,12
full_dataset/catagory_67\D67_90_14.jpg,67
full_dataset/catagory_16\D16_60_2.jpg,16
full_dataset/catagory_111\D111_90_12.jpg,111
full_dataset/catagory_44\D44_0_4.jpg,44
full_dataset/catagory_95\D95_270_4.jpg,95
full_dataset/catagory_44\D44_90_24.jpg,44
full_dataset/catagory_1\D1_0_9.jpg,1
full_dataset/catagory_34\D34_270_8.jpg,34
full_dataset/catagory_99\D99_120_5.jpg,99
full_dataset/catagory_59\D59_150_1.jpg,59
full_dataset/catagory_62\D62_330_1.jpg,62
full_dataset/catagory_94\D94_90_9.jpg,94
full_dataset/catagory_110\D110_240_10.jpg,110
full_dataset/catagory_79\D79_0_24.jpg,79
full_dataset/catagory_10\D10_330_2.jpg,10
full_dataset/catagory_87\D87_0_1.jpg,87
full_dataset/catagory_35\D35_0_19.jpg,35
full_dataset/catagory_1\D1_0_14.jpg,1
full_dataset/catagory_13\D13_180_18.jpg,13
full_dataset/catagory_14\D14_180_7.jpg,14
full_dataset/catagory_92\D92_270_21.jpg,92
full_dataset/catagory_14\D14_30_9.jpg,14
full_dataset/catagory_85\D85_210_11.jpg,85
full_dataset/catagory_38\D38_0_5.jpg,38
full_dataset/catagory_17\D17_0_12.jpg,17
full_dataset/catagory_79\D79_180_20.jpg,79
full_dataset/catagory_6\D6_240_7.jpg,6
full_dataset/catagory_93\D93_90_12.jpg,93
full_dataset/catagory_88\D88_90_25.jpg,88
full_dataset/catagory_44\D44_0_12.jpg,44
full_dataset/catagory_4\D4_180_7.jpg,4
full_dataset/catagory_26\D26_90_6.jpg,26
full_dataset/catagory_69\D69_270_22.jpg,69
full_dataset/catagory_95\D95_330_1.jpg,95
full_dataset/catagory_66\D66_90_20.jpg,66
full_dataset/catagory_94\D94_150_2.jpg,94
full_dataset/catagory_85\D85_300_3.jpg,85
full_dataset/catagory_46\D46_270_8.jpg,46
full_dataset/catagory_99\D99_0_19.jpg,99
full_dataset/catagory_33\D33_150_11.jpg,33
full_dataset/catagory_9\D9_180_8.jpg,9
full_dataset/catagory_36\D36_0_10.jpg,36
full_dataset/catagory_52\D52_270_1.jpg,52
full_dataset/catagory_11\D11_270_15.jpg,11
full_dataset/catagory_84\D84_150_7.jpg,84
full_dataset/catagory_87\D87_300_4.jpg,87
full_dataset/catagory_46\D46_0_19.jpg,46
full_dataset/catagory_102\D102_180_5.jpg,102
full_dataset/catagory_36\D36_270_5.jpg,36
full_dataset/catagory_21\D21_330_9.jpg,21
full_dataset/catagory_45\D45_90_18.jpg,45
full_dataset/catagory_19\D19_120_11.jpg,19
full_dataset/catagory_108\D108_60_7.jpg,108
full_dataset/catagory_18\D18_180_17.jpg,18
full_dataset/catagory_106\D106_210_3.jpg,106
full_dataset/catagory_62\D62_0_4.jpg,62
full_dataset/catagory_60\D60_330_4.jpg,60
full_dataset/catagory_58\D58_0_10.jpg,58
full_dataset/catagory_26\D26_120_3.jpg,26
full_dataset/catagory_30\D30_330_3.jpg,30
full_dataset/catagory_20\D20_270_9.jpg,20
full_dataset/catagory_70\D70_240_7.jpg,70
full_dataset/catagory_12\D12_270_22.jpg,12
full_dataset/catagory_31\D31_210_10.jpg,31
full_dataset/catagory_2\D2_180_21.jpg,2
full_dataset/catagory_75\D75_0_21.jpg,75
full_dataset/catagory_101\D101_90_21.jpg,101
full_dataset/catagory_18\D18_120_2.jpg,18
full_dataset/catagory_67\D67_90_21.jpg,67
full_dataset/catagory_108\D108_60_11.jpg,108
full_dataset/catagory_35\D35_180_9.jpg,35
full_dataset/catagory_9\D9_210_7.jpg,9
full_dataset/catagory_31\D31_210_4.jpg,31
full_dataset/catagory_55\D55_0_4.jpg,55
full_dataset/catagory_65\D65_210_3.jpg,65
full_dataset/catagory_109\D109_60_7.jpg,109
full_dataset/catagory_64\D64_210_8.jpg,64
full_dataset/catagory_72\D72_90_16.jpg,72
full_dataset/catagory_21\D21_0_13.jpg,21
full_dataset/catagory_40\D40_240_4.jpg,40
full_dataset/catagory_27\D27_300_10.jpg,27
full_dataset/catagory_37\D37_300_10.jpg,37
full_dataset/catagory_68\D68_180_14.jpg,68
full_dataset/catagory_94\D94_180_6.jpg,94
full_dataset/catagory_20\D20_60_3.jpg,20
full_dataset/catagory_104\D104_180_16.jpg,104
full_dataset/catagory_3\D3_210_2.jpg,3
full_dataset/catagory_9\D9_0_6.jpg,9
full_dataset/catagory_23\D23_60_6.jpg,23
full_dataset/catagory_53\D53_180_12.jpg,53
full_dataset/catagory_31\D31_60_4.jpg,31
full_dataset/catagory_100\D100_90_5.jpg,100
full_dataset/catagory_95\D95_240_10.jpg,95
full_dataset/catagory_47\D47_0_5.jpg,47
full_dataset/catagory_21\D21_300_3.jpg,21
full_dataset/catagory_3\D3_120_8.jpg,3
full_dataset/catagory_24\D24_210_7.jpg,24
full_dataset/catagory_50\D50_0_13.jpg,50
full_dataset/catagory_77\D77_180_11.jpg,77
full_dataset/catagory_106\D106_300_10.jpg,106
full_dataset/catagory_46\D46_90_24.jpg,46
full_dataset/catagory_24\D24_120_10.jpg,24
full_dataset/catagory_22\D22_270_18.jpg,22
full_dataset/catagory_45\D45_300_1.jpg,45
full_dataset/catagory_82\D82_270_5.jpg,82
full_dataset/catagory_45\D45_90_12.jpg,45
full_dataset/catagory_19\D19_180_14.jpg,19
full_dataset/catagory_110\D110_270_17.jpg,110
full_dataset/catagory_48\D48_210_4.jpg,48
full_dataset/catagory_48\D48_210_8.jpg,48
full_dataset/catagory_83\D83_330_7.jpg,83
full_dataset/catagory_105\D105_0_10.jpg,105
full_dataset/catagory_71\D71_270_1.jpg,71
full_dataset/catagory_68\D68_300_2.jpg,68
full_dataset/catagory_110\D110_330_3.jpg,110
full_dataset/catagory_27\D27_270_22.jpg,27
full_dataset/catagory_49\D49_210_2.jpg,49
full_dataset/catagory_107\D107_150_9.jpg,107
full_dataset/catagory_64\D64_270_23.jpg,64
full_dataset/catagory_12\D12_30_8.jpg,12
full_dataset/catagory_82\D82_0_7.jpg,82
full_dataset/catagory_86\D86_270_25.jpg,86
full_dataset/catagory_37\D37_150_6.jpg,37
full_dataset/catagory_45\D45_90_14.jpg,45
full_dataset/catagory_90\D90_270_19.jpg,90
full_dataset/catagory_61\D61_60_7.jpg,61
full_dataset/catagory_80\D80_150_4.jpg,80
full_dataset/catagory_73\D73_210_3.jpg,73
full_dataset/catagory_100\D100_270_2.jpg,100
full_dataset/catagory_92\D92_330_10.jpg,92
full_dataset/catagory_81\D81_270_19.jpg,81
full_dataset/catagory_24\D24_270_16.jpg,24
full_dataset/catagory_45\D45_270_6.jpg,45
full_dataset/catagory_11\D11_0_10.jpg,11
full_dataset/catagory_4\D4_330_2.jpg,4
full_dataset/catagory_73\D73_120_6.jpg,73
full_dataset/catagory_56\D56_0_2.jpg,56
full_dataset/catagory_108\D108_60_6.jpg,108
full_dataset/catagory_20\D20_270_13.jpg,20
full_dataset/catagory_7\D7_270_4.jpg,7
full_dataset/catagory_52\D52_90_4.jpg,52
full_dataset/catagory_85\D85_0_13.jpg,85
full_dataset/catagory_8\D8_90_15.jpg,8
full_dataset/catagory_42\D42_120_3.jpg,42
full_dataset/catagory_6\D6_240_6.jpg,6
full_dataset/catagory_75\D75_90_16.jpg,75
full_dataset/catagory_11\D11_210_7.jpg,11
full_dataset/catagory_46\D46_120_7.jpg,46
full_dataset/catagory_35\D35_240_11.jpg,35
full_dataset/catagory_45\D45_120_10.jpg,45
full_dataset/catagory_20\D20_0_19.jpg,20
full_dataset/catagory_72\D72_210_3.jpg,72
full_dataset/catagory_86\D86_120_10.jpg,86
full_dataset/catagory_71\D71_90_25.jpg,71
full_dataset/catagory_54\D54_270_6.jpg,54
full_dataset/catagory_54\D54_270_12.jpg,54
full_dataset/catagory_34\D34_90_21.jpg,34
full_dataset/catagory_43\D43_150_11.jpg,43
full_dataset/catagory_109\D109_30_11.jpg,109
full_dataset/catagory_24\D24_270_3.jpg,24
full_dataset/catagory_99\D99_30_2.jpg,99
full_dataset/catagory_27\D27_120_10.jpg,27
full_dataset/catagory_52\D52_330_11.jpg,52
full_dataset/catagory_33\D33_90_11.jpg,33
full_dataset/catagory_66\D66_0_2.jpg,66
full_dataset/catagory_83\D83_90_9.jpg,83
full_dataset/catagory_74\D74_180_4.jpg,74
full_dataset/catagory_78\D78_240_6.jpg,78
full_dataset/catagory_50\D50_30_1.jpg,50
full_dataset/catagory_85\D85_180_1.jpg,85
full_dataset/catagory_86\D86_90_15.jpg,86
full_dataset/catagory_43\D43_90_16.jpg,43
full_dataset/catagory_16\D16_150_3.jpg,16
full_dataset/catagory_42\D42_150_10.jpg,42
full_dataset/catagory_17\D17_300_7.jpg,17
full_dataset/catagory_25\D25_90_21.jpg,25
full_dataset/catagory_41\D41_330_5.jpg,41
full_dataset/catagory_96\D96_330_4.jpg,96
full_dataset/catagory_47\D47_0_23.jpg,47
full_dataset/catagory_3\D3_180_4.jpg,3
full_dataset/catagory_36\D36_0_7.jpg,36
full_dataset/catagory_94\D94_120_4.jpg,94
full_dataset/catagory_52\D52_60_7.jpg,52
full_dataset/catagory_75\D75_330_7.jpg,75
full_dataset/catagory_89\D89_180_23.jpg,89
full_dataset/catagory_23\D23_120_2.jpg,23
full_dataset/catagory_12\D12_240_7.jpg,12
full_dataset/catagory_5\D5_60_8.jpg,5
full_dataset/catagory_72\D72_90_11.jpg,72
full_dataset/catagory_8\D8_0_19.jpg,8
full_dataset/catagory_44\D44_180_8.jpg,44
full_dataset/catagory_32\D32_0_3.jpg,32
full_dataset/catagory_65\D65_270_15.jpg,65
full_dataset/catagory_35\D35_300_2.jpg,35
full_dataset/catagory_29\D29_30_10.jpg,29
full_dataset/catagory_47\D47_0_21.jpg,47
full_dataset/catagory_78\D78_0_12.jpg,78
full_dataset/catagory_25\D25_90_11.jpg,25
full_dataset/catagory_92\D92_240_6.jpg,92
full_dataset/catagory_94\D94_270_13.jpg,94
full_dataset/catagory_110\D110_210_3.jpg,110
full_dataset/catagory_82\D82_270_18.jpg,82
full_dataset/catagory_0\D112_60_5.jpg,0
full_dataset/catagory_103\D103_0_16.jpg,103
full_dataset/catagory_47\D47_210_4.jpg,47
full_dataset/catagory_62\D62_30_6.jpg,62
full_dataset/catagory_40\D40_180_10.jpg,40
full_dataset/catagory_4\D4_0_1.jpg,4
full_dataset/catagory_83\D83_90_6.jpg,83
full_dataset/catagory_89\D89_300_3.jpg,89
full_dataset/catagory_79\D79_120_4.jpg,79
full_dataset/catagory_50\D50_90_1.jpg,50
full_dataset/catagory_72\D72_210_8.jpg,72
full_dataset/catagory_36\D36_90_10.jpg,36
full_dataset/catagory_46\D46_90_2.jpg,46
full_dataset/catagory_78\D78_90_7.jpg,78
full_dataset/catagory_20\D20_240_5.jpg,20
full_dataset/catagory_67\D67_0_15.jpg,67
full_dataset/catagory_19\D19_330_6.jpg,19
full_dataset/catagory_101\D101_90_9.jpg,101
full_dataset/catagory_89\D89_300_2.jpg,89
full_dataset/catagory_65\D65_270_16.jpg,65
full_dataset/catagory_2\D2_270_2.jpg,2
full_dataset/catagory_56\D56_180_22.jpg,56
full_dataset/catagory_18\D18_90_9.jpg,18
full_dataset/catagory_74\D74_150_3.jpg,74
full_dataset/catagory_74\D74_270_5.jpg,74
full_dataset/catagory_98\D98_0_22.jpg,98
full_dataset/catagory_69\D69_0_10.jpg,69
full_dataset/catagory_102\D102_240_1.jpg,102
full_dataset/catagory_94\D94_270_9.jpg,94
full_dataset/catagory_96\D96_30_2.jpg,96
full_dataset/catagory_25\D25_90_2.jpg,25
full_dataset/catagory_24\D24_0_18.jpg,24
full_dataset/catagory_100\D100_270_7.jpg,100
full_dataset/catagory_50\D50_330_8.jpg,50
full_dataset/catagory_57\D57_300_2.jpg,57
full_dataset/catagory_97\D97_180_24.jpg,97
full_dataset/catagory_11\D11_120_3.jpg,11
full_dataset/catagory_72\D72_270_4.jpg,72
full_dataset/catagory_45\D45_300_5.jpg,45
full_dataset/catagory_87\D87_330_2.jpg,87
full_dataset/catagory_73\D73_120_7.jpg,73
full_dataset/catagory_74\D74_60_7.jpg,74
full_dataset/catagory_67\D67_30_2.jpg,67
full_dataset/catagory_88\D88_270_3.jpg,88
full_dataset/catagory_68\D68_180_4.jpg,68
full_dataset/catagory_41\D41_0_3.jpg,41
full_dataset/catagory_76\D76_210_11.jpg,76
full_dataset/catagory_62\D62_180_25.jpg,62
full_dataset/catagory_11\D11_270_6.jpg,11
full_dataset/catagory_109\D109_270_9.jpg,109
full_dataset/catagory_106\D106_180_25.jpg,106
full_dataset/catagory_37\D37_210_9.jpg,37
full_dataset/catagory_74\D74_300_1.jpg,74
full_dataset/catagory_30\D30_90_5.jpg,30
full_dataset/catagory_96\D96_0_24.jpg,96
full_dataset/catagory_31\D31_90_7.jpg,31
full_dataset/catagory_54\D54_30_4.jpg,54
full_dataset/catagory_67\D67_330_2.jpg,67
full_dataset/catagory_105\D105_60_11.jpg,105
full_dataset/catagory_90\D90_210_10.jpg,90
full_dataset/catagory_41\D41_0_15.jpg,41
full_dataset/catagory_42\D42_180_12.jpg,42
full_dataset/catagory_18\D18_330_6.jpg,18
full_dataset/catagory_96\D96_60_1.jpg,96
full_dataset/catagory_81\D81_330_11.jpg,81
full_dataset/catagory_14\D14_0_18.jpg,14
full_dataset/catagory_22\D22_180_13.jpg,22
full_dataset/catagory_4\D4_270_18.jpg,4
full_dataset/catagory_28\D28_180_19.jpg,28
full_dataset/catagory_90\D90_180_18.jpg,90
full_dataset/catagory_60\D60_90_11.jpg,60
full_dataset/catagory_83\D83_180_24.jpg,83
full_dataset/catagory_82\D82_0_8.jpg,82
full_dataset/catagory_1\D1_60_3.jpg,1
full_dataset/catagory_34\D34_90_7.jpg,34
full_dataset/catagory_29\D29_0_14.jpg,29
full_dataset/catagory_83\D83_240_5.jpg,83
full_dataset/catagory_10\D10_270_2.jpg,10
full_dataset/catagory_67\D67_150_3.jpg,67
full_dataset/catagory_67\D67_30_8.jpg,67
full_dataset/catagory_63\D63_270_20.jpg,63
full_dataset/catagory_76\D76_270_13.jpg,76
full_dataset/catagory_86\D86_240_8.jpg,86
full_dataset/catagory_67\D67_0_7.jpg,67
full_dataset/catagory_15\D15_60_7.jpg,15
full_dataset/catagory_107\D107_240_7.jpg,107
full_dataset/catagory_23\D23_240_4.jpg,23
full_dataset/catagory_26\D26_120_7.jpg,26
full_dataset/catagory_43\D43_180_15.jpg,43
full_dataset/catagory_70\D70_240_9.jpg,70
full_dataset/catagory_52\D52_0_6.jpg,52
full_dataset/catagory_24\D24_300_8.jpg,24
full_dataset/catagory_57\D57_90_5.jpg,57
full_dataset/catagory_26\D26_300_5.jpg,26
full_dataset/catagory_109\D109_0_2.jpg,109
full_dataset/catagory_49\D49_150_8.jpg,49
full_dataset/catagory_56\D56_240_1.jpg,56
full_dataset/catagory_31\D31_180_4.jpg,31
full_dataset/catagory_71\D71_180_1.jpg,71
full_dataset/catagory_76\D76_210_1.jpg,76
full_dataset/catagory_106\D106_150_5.jpg,106
full_dataset/catagory_97\D97_330_9.jpg,97
full_dataset/catagory_35\D35_90_2.jpg,35
full_dataset/catagory_62\D62_120_7.jpg,62
full_dataset/catagory_101\D101_0_8.jpg,101
full_dataset/catagory_85\D85_270_20.jpg,85
full_dataset/catagory_84\D84_0_13.jpg,84
full_dataset/catagory_34\D34_270_2.jpg,34
full_dataset/catagory_104\D104_240_8.jpg,104
full_dataset/catagory_22\D22_270_20.jpg,22
full_dataset/catagory_76\D76_270_18.jpg,76
full_dataset/catagory_69\D69_0_18.jpg,69
full_dataset/catagory_11\D11_30_4.jpg,11
full_dataset/catagory_101\D101_150_5.jpg,101
full_dataset/catagory_97\D97_90_8.jpg,97
full_dataset/catagory_28\D28_60_5.jpg,28
full_dataset/catagory_56\D56_0_17.jpg,56
full_dataset/catagory_19\D19_240_9.jpg,19
full_dataset/catagory_76\D76_180_19.jpg,76
full_dataset/catagory_26\D26_90_11.jpg,26
full_dataset/catagory_10\D10_330_10.jpg,10
full_dataset/catagory_71\D71_210_3.jpg,71
full_dataset/catagory_33\D33_240_6.jpg,33
full_dataset/catagory_58\D58_90_17.jpg,58
full_dataset/catagory_37\D37_180_21.jpg,37
full_dataset/catagory_74\D74_300_11.jpg,74
full_dataset/catagory_69\D69_330_5.jpg,69
full_dataset/catagory_103\D103_270_12.jpg,103
full_dataset/catagory_74\D74_0_7.jpg,74
full_dataset/catagory_75\D75_120_5.jpg,75
full_dataset/catagory_34\D34_60_10.jpg,34
full_dataset/catagory_2\D2_180_1.jpg,2
full_dataset/catagory_99\D99_90_15.jpg,99
full_dataset/catagory_83\D83_90_25.jpg,83
full_dataset/catagory_30\D30_0_15.jpg,30
full_dataset/catagory_87\D87_180_20.jpg,87
full_dataset/catagory_97\D97_90_24.jpg,97
full_dataset/catagory_110\D110_180_20.jpg,110
full_dataset/catagory_32\D32_0_9.jpg,32
full_dataset/catagory_75\D75_90_22.jpg,75
full_dataset/catagory_19\D19_180_16.jpg,19
full_dataset/catagory_78\D78_270_4.jpg,78
full_dataset/catagory_100\D100_0_23.jpg,100
full_dataset/catagory_6\D6_0_12.jpg,6
full_dataset/catagory_79\D79_270_18.jpg,79
full_dataset/catagory_87\D87_240_9.jpg,87
full_dataset/catagory_104\D104_270_24.jpg,104
full_dataset/catagory_28\D28_0_23.jpg,28
full_dataset/catagory_38\D38_240_8.jpg,38
full_dataset/catagory_27\D27_90_6.jpg,27
full_dataset/catagory_69\D69_90_4.jpg,69
full_dataset/catagory_22\D22_180_11.jpg,22
full_dataset/catagory_4\D4_90_14.jpg,4
full_dataset/catagory_29\D29_0_20.jpg,29
full_dataset/catagory_54\D54_240_5.jpg,54
full_dataset/catagory_86\D86_90_10.jpg,86
full_dataset/catagory_95\D95_240_9.jpg,95
full_dataset/catagory_47\D47_150_2.jpg,47
full_dataset/catagory_88\D88_60_11.jpg,88
full_dataset/catagory_1\D1_60_5.jpg,1
full_dataset/catagory_25\D25_180_16.jpg,25
full_dataset/catagory_67\D67_180_8.jpg,67
full_dataset/catagory_97\D97_210_7.jpg,97
full_dataset/catagory_89\D89_210_2.jpg,89
full_dataset/catagory_81\D81_180_4.jpg,81
full_dataset/catagory_86\D86_0_14.jpg,86
full_dataset/catagory_102\D102_210_9.jpg,102
full_dataset/catagory_82\D82_240_10.jpg,82
full_dataset/catagory_2\D2_180_19.jpg,2
full_dataset/catagory_63\D63_210_10.jpg,63
full_dataset/catagory_79\D79_0_9.jpg,79
